"Degeneracy"	"CorrectBehaviour"	"FailedBehaviour"	"RecoveredBehaviour"	"AvgRelearningCycles"	"StdErrRelearningCycles"	"NumValidElements....numValidElements"	"DeadFields"
80	90.6432748538012	9.35672514619883	0	NA	NA	0	0
80.36	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
80.72	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
81.08	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
81.44	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
81.8	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
82.16	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
82.52	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
82.88	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
83.24	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
83.6	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
83.96	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
84.32	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
84.68	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
85.04	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
85.4	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
85.76	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
86.12	90.6432748538012	9.35672514619883	0	NA	NA	0	9.35672514619883
86.48	90.0584795321637	9.94152046783626	5.88235294117647	1	NA	1	9.35672514619883
86.84	90.0584795321637	9.94152046783626	5.88235294117647	1	NA	1	9.35672514619883
87.2	90.0584795321637	9.94152046783626	5.88235294117647	1	NA	1	9.35672514619883
87.56	90.0584795321637	9.94152046783626	5.88235294117647	1	NA	1	9.35672514619883
87.92	88.3040935672515	11.6959064327485	20	1	0	4	9.35672514619883
88.28	87.719298245614	12.280701754386	23.8095238095238	1	0	5	9.35672514619883
88.64	87.719298245614	12.280701754386	23.8095238095238	1	0	5	9.35672514619883
89	87.719298245614	12.280701754386	23.8095238095238	1	0	5	9.35672514619883
89.36	87.1345029239766	12.8654970760234	27.2727272727273	1	0	6	9.35672514619883
89.72	87.1345029239766	12.8654970760234	27.2727272727273	1	0	6	9.35672514619883
90.08	87.1345029239766	12.8654970760234	27.2727272727273	1	0	6	9.35672514619883
90.44	87.1345029239766	12.8654970760234	27.2727272727273	1	0	6	9.35672514619883
90.8	86.5497076023392	13.4502923976608	30.4347826086957	1	0	7	9.35672514619883
91.16	85.3801169590643	14.6198830409357	32	1	0	8	9.35672514619883
91.52	83.6257309941521	16.374269005848	35.7142857142857	1	0	10	9.94152046783626
91.88	79.5321637426901	20.4678362573099	42.8571428571429	1	0	15	10.5263157894737
92.24	77.7777777777778	22.2222222222222	42.1052631578947	1	0	16	11.6959064327485
92.6	76.6081871345029	23.3918128654971	45	1	0	18	12.8654970760234
92.96	73.0994152046784	26.9005847953216	52.1739130434783	1	0	24	12.8654970760234
93.32	73.0994152046784	26.9005847953216	52.1739130434783	1	0	24	12.8654970760234
93.68	72.5146198830409	27.4853801169591	51.063829787234	1	0	24	12.8654970760234
94.04	71.3450292397661	28.6549707602339	48.9795918367347	1	0	24	13.4502923976608
94.4	68.4210526315789	31.5789473684211	48.1481481481481	1	0	26	14.6198830409357
94.76	65.4970760233918	34.5029239766082	45.7627118644068	1.03703703703704	0.037037037037037	27	16.374269005848
95.12	60.233918128655	39.766081871345	45.5882352941176	1.03225806451613	0.032258064516129	31	18.7134502923977
95.48	56.140350877193	43.859649122807	40	1.03333333333333	0.0333333333333333	30	21.6374269005848
95.84	54.3859649122807	45.6140350877193	35.8974358974359	1.03571428571429	0.0357142857142857	28	26.3157894736842
96.2	49.1228070175439	50.8771929824561	37.9310344827586	1	0	33	29.2397660818713
96.56	46.1988304093567	53.8011695906433	36.9565217391304	1	0	34	31.5789473684211
96.92	39.1812865497076	60.8187134502924	37.5	1.02564102564103	0.0256410256410256	39	33.9181286549708
97.28	32.7485380116959	67.2514619883041	33.0434782608696	1.02631578947368	0.0263157894736842	38	38.0116959064327
97.64	26.9005847953216	73.0994152046784	31.2	1.02564102564103	0.0256410256410256	39	45.0292397660819
98	21.0526315789474	78.9473684210526	25.1851851851852	1.05882352941176	0.0409594484601642	34	50.2923976608187
98.36	16.374269005848	83.6257309941521	22.3776223776224	1.15625	0.101494626824249	32	59.0643274853801
98.72	8.7719298245614	91.2280701754386	14.7435897435897	1.21739130434783	0.0879391124952055	23	64.9122807017544
99.08	2.33918128654971	97.6608187134503	7.78443113772455	3.61538461538462	2.36843143359087	13	77.7777777777778
