"Degeneracy"	"CorrectBehaviour"	"FailedBehaviour"	"RecoveredBehaviour"	"AvgRelearningCycles"	"StdErrRelearningCycles"	"NumValidElements....numValidElements"	"DeadFields"
10	97.5609756097561	2.4390243902439	87.5	4.14285714285714	1.14285714285714	7	0
10.1389	96.6463414634146	3.35365853658537	81.8181818181818	4.33333333333333	1.11803398874989	9	0.304878048780488
10.2778	94.8170731707317	5.18292682926829	70.5882352941177	5	1	12	0.609756097560976
10.4167	93.5975609756098	6.40243902439024	57.1428571428571	4.91666666666667	0.792563288108001	12	1.52439024390244
10.5556	92.6829268292683	7.31707317073171	54.1666666666667	5.07692307692308	0.754996505863357	13	2.74390243902439
10.6945	92.3780487804878	7.6219512195122	56	4.78571428571429	0.735135267724542	14	3.35365853658537
10.8334	91.1585365853659	8.84146341463415	58.6206896551724	4.70588235294118	1.01011322123967	17	3.35365853658537
10.9723	90.8536585365854	9.14634146341463	60	4.44444444444444	0.772155214095616	18	3.65853658536585
11.1112	90.5487804878049	9.45121951219512	45.1612903225806	5	0.983378343788883	14	3.65853658536585
11.2501	90.5487804878049	9.45121951219512	45.1612903225806	5.42857142857143	0.987361261442106	14	5.18292682926829
11.389	90.5487804878049	9.45121951219512	35.4838709677419	4.27272727272727	0.751857204659467	11	5.18292682926829
11.5279	89.9390243902439	10.0609756097561	30.3030303030303	4.8	0.952190457139047	10	6.09756097560976
11.6668	90.5487804878049	9.45121951219512	19.3548387096774	6	1.36626010212795	6	7.01219512195122
11.8057	90.5487804878049	9.45121951219512	12.9032258064516	5.75	2.21265300789196	4	7.6219512195122
11.9446	89.3292682926829	10.6707317073171	17.1428571428571	5.66666666666667	1.35810325249756	6	8.23170731707317
12.0835	89.0243902439024	10.9756097560976	19.4444444444444	5.57142857142857	1.47772577611266	7	8.84146341463415
12.2224	89.3292682926829	10.6707317073171	17.1428571428571	4.16666666666667	0.792324288266981	6	8.84146341463415
12.3613	89.3292682926829	10.6707317073171	17.1428571428571	4.33333333333333	0.881917103688197	6	8.84146341463415
12.5002	89.6341463414634	10.3658536585366	14.7058823529412	4.4	1.0295630140987	5	8.84146341463415
12.6391	89.3292682926829	10.6707317073171	14.2857142857143	4.8	1.77200451466693	5	8.84146341463415
12.778	88.719512195122	11.280487804878	18.9189189189189	4.85714285714286	1.37023757808935	7	9.14634146341463
12.9169	87.8048780487805	12.1951219512195	25	4.2	1.13333333333333	10	9.14634146341463
13.0558	87.8048780487805	12.1951219512195	25	5.7	1.14552268516264	10	9.14634146341463
13.1947	85.6707317073171	14.3292682926829	29.7872340425532	5.42857142857143	1.44767447358709	14	9.14634146341463
13.3336	84.7560975609756	15.2439024390244	30	5.2	1.41488683713743	15	10.0609756097561
13.4725	83.2317073170732	16.7682926829268	34.5454545454545	4.68421052631579	1.04308536815402	19	10.6707317073171
13.6114	83.2317073170732	16.7682926829268	32.7272727272727	4.94444444444444	1.01450983760768	18	10.9756097560976
